codepoint,character,unicode_name,category,occurrence_count,resource_classes,is_han,is_ascii,is_kana,is_punctuation,is_symbol,selector_requirement
U+6DA8,涨,CJK UNIFIED IDEOGRAPH-6DA8,Lo,7,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+6DA9,涩,CJK UNIFIED IDEOGRAPH-6DA9,Lo,2,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+6DAE,涮,CJK UNIFIED IDEOGRAPH-6DAE,Lo,2,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+6DAF,涯,CJK UNIFIED IDEOGRAPH-6DAF,Lo,1,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+6DB2,液,CJK UNIFIED IDEOGRAPH-6DB2,Lo,49,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+6DB5,涵,CJK UNIFIED IDEOGRAPH-6DB5,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+6DB8,涸,CJK UNIFIED IDEOGRAPH-6DB8,Lo,1,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+6DCB,淋,CJK UNIFIED IDEOGRAPH-6DCB,Lo,3,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+6DE1,淡,CJK UNIFIED IDEOGRAPH-6DE1,Lo,6,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+6DE4,淤,CJK UNIFIED IDEOGRAPH-6DE4,Lo,1,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+6DF1,深,CJK UNIFIED IDEOGRAPH-6DF1,Lo,110,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+6DF7,混,CJK UNIFIED IDEOGRAPH-6DF7,Lo,40,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+6DF9,淹,CJK UNIFIED IDEOGRAPH-6DF9,Lo,3,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+6DFB,添,CJK UNIFIED IDEOGRAPH-6DFB,Lo,22,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+6E05,清,CJK UNIFIED IDEOGRAPH-6E05,Lo,242,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+6E10,渐,CJK UNIFIED IDEOGRAPH-6E10,Lo,103,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+6E14,渔,CJK UNIFIED IDEOGRAPH-6E14,Lo,8,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+6E17,渗,CJK UNIFIED IDEOGRAPH-6E17,Lo,3,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+6E20,渠,CJK UNIFIED IDEOGRAPH-6E20,Lo,4,BRIEFING_NBE | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+6E21,渡,CJK UNIFIED IDEOGRAPH-6E21,Lo,3,BRIEFING_NBE | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+6E29,温,CJK UNIFIED IDEOGRAPH-6E29,Lo,16,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+6E2F,港,CJK UNIFIED IDEOGRAPH-6E2F,Lo,181,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+6E34,渴,CJK UNIFIED IDEOGRAPH-6E34,Lo,9,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+6E38,游,CJK UNIFIED IDEOGRAPH-6E38,Lo,1284,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+6E56,湖,CJK UNIFIED IDEOGRAPH-6E56,Lo,113,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+6E7E,湾,CJK UNIFIED IDEOGRAPH-6E7E,Lo,3,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+6E7F,湿,CJK UNIFIED IDEOGRAPH-6E7F,Lo,28,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+6E83,溃,CJK UNIFIED IDEOGRAPH-6E83,Lo,9,SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+6E85,溅,CJK UNIFIED IDEOGRAPH-6E85,Lo,3,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+6E89,溉,CJK UNIFIED IDEOGRAPH-6E89,Lo,1,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+6E90,源,CJK UNIFIED IDEOGRAPH-6E90,Lo,171,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+6E9C,溜,CJK UNIFIED IDEOGRAPH-6E9C,Lo,1,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+6EA2,溢,CJK UNIFIED IDEOGRAPH-6EA2,Lo,1,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+6EAA,溪,CJK UNIFIED IDEOGRAPH-6EAA,Lo,4,BRIEFING_NBE | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+6EAF,溯,CJK UNIFIED IDEOGRAPH-6EAF,Lo,3,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+6EBA,溺,CJK UNIFIED IDEOGRAPH-6EBA,Lo,1,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+6ECB,滋,CJK UNIFIED IDEOGRAPH-6ECB,Lo,15,SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+6ED1,滑,CJK UNIFIED IDEOGRAPH-6ED1,Lo,105,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+6ED4,滔,CJK UNIFIED IDEOGRAPH-6ED4,Lo,1,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+6EDA,滚,CJK UNIFIED IDEOGRAPH-6EDA,Lo,124,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+6EE1,满,CJK UNIFIED IDEOGRAPH-6EE1,Lo,132,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+6EE4,滤,CJK UNIFIED IDEOGRAPH-6EE4,Lo,13,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+6EE5,滥,CJK UNIFIED IDEOGRAPH-6EE5,Lo,2,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+6EE9,滩,CJK UNIFIED IDEOGRAPH-6EE9,Lo,9,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+6EF4,滴,CJK UNIFIED IDEOGRAPH-6EF4,Lo,1,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+6F02,漂,CJK UNIFIED IDEOGRAPH-6F02,Lo,54,BRIEFING_NBE | OHD | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+6F06,漆,CJK UNIFIED IDEOGRAPH-6F06,Lo,1,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+6F0F,漏,CJK UNIFIED IDEOGRAPH-6F0F,Lo,49,BRIEFING_NBE | SLOT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+6F14,演,CJK UNIFIED IDEOGRAPH-6F14,Lo,170,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+6F20,漠,CJK UNIFIED IDEOGRAPH-6F20,Lo,11,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+6F29,漩,CJK UNIFIED IDEOGRAPH-6F29,Lo,2,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+6F2B,漫,CJK UNIFIED IDEOGRAPH-6F2B,Lo,49,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+6F31,漱,CJK UNIFIED IDEOGRAPH-6F31,Lo,1,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+6F5C,潜,CJK UNIFIED IDEOGRAPH-6F5C,Lo,556,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+6F5F,潟,CJK UNIFIED IDEOGRAPH-6F5F,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+6F6E,潮,CJK UNIFIED IDEOGRAPH-6F6E,Lo,15,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+6F88,澈,CJK UNIFIED IDEOGRAPH-6F88,Lo,1,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+6FA1,澡,CJK UNIFIED IDEOGRAPH-6FA1,Lo,4,BRIEFING_NBE | SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+6FC0,激,CJK UNIFIED IDEOGRAPH-6FC0,Lo,123,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+6FD2,濒,CJK UNIFIED IDEOGRAPH-6FD2,Lo,68,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7011,瀑,CJK UNIFIED IDEOGRAPH-7011,Lo,104,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+704C,灌,CJK UNIFIED IDEOGRAPH-704C,Lo,6,BRIEFING_NBE | SLOT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+706B,火,CJK UNIFIED IDEOGRAPH-706B,Lo,1064,BRIEFING_NBE | LOOSE_OLANG | OHD | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+706D,灭,CJK UNIFIED IDEOGRAPH-706D,Lo,672,BRIEFING_NBE | LOOSE_OLANG | OHD | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+706F,灯,CJK UNIFIED IDEOGRAPH-706F,Lo,20,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7070,灰,CJK UNIFIED IDEOGRAPH-7070,Lo,21,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7075,灵,CJK UNIFIED IDEOGRAPH-7075,Lo,464,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+707C,灼,CJK UNIFIED IDEOGRAPH-707C,Lo,2,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+707E,灾,CJK UNIFIED IDEOGRAPH-707E,Lo,3,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7089,炉,CJK UNIFIED IDEOGRAPH-7089,Lo,1,LOOSE_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+708E,炎,CJK UNIFIED IDEOGRAPH-708E,Lo,1,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7092,炒,CJK UNIFIED IDEOGRAPH-7092,Lo,10,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+70AB,炫,CJK UNIFIED IDEOGRAPH-70AB,Lo,1,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+70AD,炭,CJK UNIFIED IDEOGRAPH-70AD,Lo,1,SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+70AE,炮,CJK UNIFIED IDEOGRAPH-70AE,Lo,591,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+70B8,炸,CJK UNIFIED IDEOGRAPH-70B8,Lo,817,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+70B9,点,CJK UNIFIED IDEOGRAPH-70B9,Lo,1595,BRIEFING_NBE | LOOSE_OLANG | OHD | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+70BC,炼,CJK UNIFIED IDEOGRAPH-70BC,Lo,14,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+70BD,炽,CJK UNIFIED IDEOGRAPH-70BD,Lo,4,SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+70C1,烁,CJK UNIFIED IDEOGRAPH-70C1,Lo,15,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+70C2,烂,CJK UNIFIED IDEOGRAPH-70C2,Lo,12,BRIEFING_NBE | LOOSE_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+70C8,烈,CJK UNIFIED IDEOGRAPH-70C8,Lo,38,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+70D8,烘,CJK UNIFIED IDEOGRAPH-70D8,Lo,2,SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+70DB,烛,CJK UNIFIED IDEOGRAPH-70DB,Lo,1,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+70DF,烟,CJK UNIFIED IDEOGRAPH-70DF,Lo,570,BRIEFING_NBE | LOOSE_OLANG | OHD | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+70E4,烤,CJK UNIFIED IDEOGRAPH-70E4,Lo,159,SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+70E6,烦,CJK UNIFIED IDEOGRAPH-70E6,Lo,43,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+70E7,烧,CJK UNIFIED IDEOGRAPH-70E7,Lo,53,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+70EB,烫,CJK UNIFIED IDEOGRAPH-70EB,Lo,3,BRIEFING_NBE | LOOSE_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+70EC,烬,CJK UNIFIED IDEOGRAPH-70EC,Lo,1,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+70ED,热,CJK UNIFIED IDEOGRAPH-70ED,Lo,241,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+70F9,烹,CJK UNIFIED IDEOGRAPH-70F9,Lo,26,SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7119,焙,CJK UNIFIED IDEOGRAPH-7119,Lo,1,SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+711A,焚,CJK UNIFIED IDEOGRAPH-711A,Lo,2,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7126,焦,CJK UNIFIED IDEOGRAPH-7126,Lo,220,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7130,焰,CJK UNIFIED IDEOGRAPH-7130,Lo,12,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7136,然,CJK UNIFIED IDEOGRAPH-7136,Lo,1045,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+714C,煌,CJK UNIFIED IDEOGRAPH-714C,Lo,2,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+714E,煎,CJK UNIFIED IDEOGRAPH-714E,Lo,5,SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+715E,煞,CJK UNIFIED IDEOGRAPH-715E,Lo,1,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7167,照,CJK UNIFIED IDEOGRAPH-7167,Lo,275,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+716E,煮,CJK UNIFIED IDEOGRAPH-716E,Lo,9,BRIEFING_NBE | SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+717D,煽,CJK UNIFIED IDEOGRAPH-717D,Lo,2,BRIEFING_NBE | SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7184,熄,CJK UNIFIED IDEOGRAPH-7184,Lo,1,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+718F,熏,CJK UNIFIED IDEOGRAPH-718F,Lo,5,SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7194,熔,CJK UNIFIED IDEOGRAPH-7194,Lo,15,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+719F,熟,CJK UNIFIED IDEOGRAPH-719F,Lo,180,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+71AC,熬,CJK UNIFIED IDEOGRAPH-71AC,Lo,1,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+71C3,燃,CJK UNIFIED IDEOGRAPH-71C3,Lo,33,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+71D5,燕,CJK UNIFIED IDEOGRAPH-71D5,Lo,16,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+71E5,燥,CJK UNIFIED IDEOGRAPH-71E5,Lo,3,STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7206,爆,CJK UNIFIED IDEOGRAPH-7206,Lo,669,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+722A,爪,CJK UNIFIED IDEOGRAPH-722A,Lo,2,LOOSE_OLANG | SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+722C,爬,CJK UNIFIED IDEOGRAPH-722C,Lo,77,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7231,爱,CJK UNIFIED IDEOGRAPH-7231,Lo,513,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7235,爵,CJK UNIFIED IDEOGRAPH-7235,Lo,2,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7236,父,CJK UNIFIED IDEOGRAPH-7236,Lo,122,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7238,爸,CJK UNIFIED IDEOGRAPH-7238,Lo,48,BRIEFING_NBE | SLOT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+723D,爽,CJK UNIFIED IDEOGRAPH-723D,Lo,14,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7247,片,CJK UNIFIED IDEOGRAPH-7247,Lo,221,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7248,版,CJK UNIFIED IDEOGRAPH-7248,Lo,88,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+724C,牌,CJK UNIFIED IDEOGRAPH-724C,Lo,284,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7252,牒,CJK UNIFIED IDEOGRAPH-7252,Lo,1,SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7259,牙,CJK UNIFIED IDEOGRAPH-7259,Lo,104,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+725B,牛,CJK UNIFIED IDEOGRAPH-725B,Lo,88,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+725F,牟,CJK UNIFIED IDEOGRAPH-725F,Lo,1,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7262,牢,CJK UNIFIED IDEOGRAPH-7262,Lo,40,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7267,牧,CJK UNIFIED IDEOGRAPH-7267,Lo,2,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7269,物,CJK UNIFIED IDEOGRAPH-7269,Lo,1037,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7272,牲,CJK UNIFIED IDEOGRAPH-7272,Lo,25,BRIEFING_NBE | SLOT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7275,牵,CJK UNIFIED IDEOGRAPH-7275,Lo,9,BRIEFING_NBE | SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7279,特,CJK UNIFIED IDEOGRAPH-7279,Lo,827,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+727A,牺,CJK UNIFIED IDEOGRAPH-727A,Lo,23,BRIEFING_NBE | SLOT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+72AC,犬,CJK UNIFIED IDEOGRAPH-72AC,Lo,8,BRIEFING_NBE | SLOT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+72AF,犯,CJK UNIFIED IDEOGRAPH-72AF,Lo,84,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
