codepoint,character,unicode_name,category,occurrence_count,resource_classes,is_han,is_ascii,is_kana,is_punctuation,is_symbol,selector_requirement
U+72B6,状,CJK UNIFIED IDEOGRAPH-72B6,Lo,1123,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+72B7,犷,CJK UNIFIED IDEOGRAPH-72B7,Lo,5,BRIEFING_NBE | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+72B9,犹,CJK UNIFIED IDEOGRAPH-72B9,Lo,10,BRIEFING_NBE | SLOT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+72C2,狂,CJK UNIFIED IDEOGRAPH-72C2,Lo,8,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+72D0,狐,CJK UNIFIED IDEOGRAPH-72D0,Lo,1,YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+72D7,狗,CJK UNIFIED IDEOGRAPH-72D7,Lo,53,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+72D9,狙,CJK UNIFIED IDEOGRAPH-72D9,Lo,404,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+72E0,狠,CJK UNIFIED IDEOGRAPH-72E0,Lo,24,BRIEFING_NBE | SLOT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+72E1,狡,CJK UNIFIED IDEOGRAPH-72E1,Lo,1,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+72E9,狩,CJK UNIFIED IDEOGRAPH-72E9,Lo,219,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+72EC,独,CJK UNIFIED IDEOGRAPH-72EC,Lo,96,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+72ED,狭,CJK UNIFIED IDEOGRAPH-72ED,Lo,13,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+72F1,狱,CJK UNIFIED IDEOGRAPH-72F1,Lo,92,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+72F8,狸,CJK UNIFIED IDEOGRAPH-72F8,Lo,1,YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+72FC,狼,CJK UNIFIED IDEOGRAPH-72FC,Lo,8,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+730E,猎,CJK UNIFIED IDEOGRAPH-730E,Lo,350,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+731B,猛,CJK UNIFIED IDEOGRAPH-731B,Lo,9,BRIEFING_NBE | SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+731C,猜,CJK UNIFIED IDEOGRAPH-731C,Lo,5,BRIEFING_NBE | SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7329,猩,CJK UNIFIED IDEOGRAPH-7329,Lo,22,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+732A,猪,CJK UNIFIED IDEOGRAPH-732A,Lo,15,BRIEFING_NBE | SLOT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+732B,猫,CJK UNIFIED IDEOGRAPH-732B,Lo,54,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+732E,献,CJK UNIFIED IDEOGRAPH-732E,Lo,12,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7334,猴,CJK UNIFIED IDEOGRAPH-7334,Lo,2,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+733E,猾,CJK UNIFIED IDEOGRAPH-733E,Lo,1,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+733F,猿,CJK UNIFIED IDEOGRAPH-733F,Lo,6,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7360,獠,CJK UNIFIED IDEOGRAPH-7360,Lo,44,LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7384,玄,CJK UNIFIED IDEOGRAPH-7384,Lo,1,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7387,率,CJK UNIFIED IDEOGRAPH-7387,Lo,923,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7389,玉,CJK UNIFIED IDEOGRAPH-7389,Lo,43,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+738B,王,CJK UNIFIED IDEOGRAPH-738B,Lo,85,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+739B,玛,CJK UNIFIED IDEOGRAPH-739B,Lo,18,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+73A9,玩,CJK UNIFIED IDEOGRAPH-73A9,Lo,505,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+73AF,环,CJK UNIFIED IDEOGRAPH-73AF,Lo,325,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+73B0,现,CJK UNIFIED IDEOGRAPH-73B0,Lo,2232,BRIEFING_NBE | LOOSE_OLANG | OHD | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+73BB,玻,CJK UNIFIED IDEOGRAPH-73BB,Lo,9,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+73CA,珊,CJK UNIFIED IDEOGRAPH-73CA,Lo,1,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+73CD,珍,CJK UNIFIED IDEOGRAPH-73CD,Lo,12,BRIEFING_NBE | SLOT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+73E0,珠,CJK UNIFIED IDEOGRAPH-73E0,Lo,8,BRIEFING_NBE | SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+73ED,班,CJK UNIFIED IDEOGRAPH-73ED,Lo,856,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7403,球,CJK UNIFIED IDEOGRAPH-7403,Lo,134,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7406,理,CJK UNIFIED IDEOGRAPH-7406,Lo,446,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7410,琐,CJK UNIFIED IDEOGRAPH-7410,Lo,1,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7433,琳,CJK UNIFIED IDEOGRAPH-7433,Lo,1,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+745A,瑚,CJK UNIFIED IDEOGRAPH-745A,Lo,1,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+745E,瑞,CJK UNIFIED IDEOGRAPH-745E,Lo,2,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+745F,瑟,CJK UNIFIED IDEOGRAPH-745F,Lo,5,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7483,璃,CJK UNIFIED IDEOGRAPH-7483,Lo,2,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7490,璐,CJK UNIFIED IDEOGRAPH-7490,Lo,3,STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+74DC,瓜,CJK UNIFIED IDEOGRAPH-74DC,Lo,360,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+74E6,瓦,CJK UNIFIED IDEOGRAPH-74E6,Lo,175,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+74F6,瓶,CJK UNIFIED IDEOGRAPH-74F6,Lo,10,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7518,甘,CJK UNIFIED IDEOGRAPH-7518,Lo,37,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+751A,甚,CJK UNIFIED IDEOGRAPH-751A,Lo,80,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+751C,甜,CJK UNIFIED IDEOGRAPH-751C,Lo,7,BRIEFING_NBE | SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+751F,生,CJK UNIFIED IDEOGRAPH-751F,Lo,1267,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7528,用,CJK UNIFIED IDEOGRAPH-7528,Lo,7051,BRIEFING_NBE | LOOSE_OLANG | OHD | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7529,甩,CJK UNIFIED IDEOGRAPH-7529,Lo,18,BRIEFING_NBE | LOOSE_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7530,田,CJK UNIFIED IDEOGRAPH-7530,Lo,17,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7531,由,CJK UNIFIED IDEOGRAPH-7531,Lo,600,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7532,甲,CJK UNIFIED IDEOGRAPH-7532,Lo,1179,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7533,申,CJK UNIFIED IDEOGRAPH-7533,Lo,3,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7535,电,CJK UNIFIED IDEOGRAPH-7535,Lo,1043,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7537,男,CJK UNIFIED IDEOGRAPH-7537,Lo,121,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+753B,画,CJK UNIFIED IDEOGRAPH-753B,Lo,378,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7545,畅,CJK UNIFIED IDEOGRAPH-7545,Lo,16,SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+754C,界,CJK UNIFIED IDEOGRAPH-754C,Lo,346,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+754F,畏,CJK UNIFIED IDEOGRAPH-754F,Lo,7,BRIEFING_NBE | SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7554,畔,CJK UNIFIED IDEOGRAPH-7554,Lo,1,SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7559,留,CJK UNIFIED IDEOGRAPH-7559,Lo,179,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+755C,畜,CJK UNIFIED IDEOGRAPH-755C,Lo,4,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7565,略,CJK UNIFIED IDEOGRAPH-7565,Lo,97,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7566,畦,CJK UNIFIED IDEOGRAPH-7566,Lo,1,YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+756A,番,CJK UNIFIED IDEOGRAPH-756A,Lo,13,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7574,畴,CJK UNIFIED IDEOGRAPH-7574,Lo,1,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+758F,疏,CJK UNIFIED IDEOGRAPH-758F,Lo,1,SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7591,疑,CJK UNIFIED IDEOGRAPH-7591,Lo,67,BRIEFING_NBE | SLOT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7597,疗,CJK UNIFIED IDEOGRAPH-7597,Lo,163,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+759F,疟,CJK UNIFIED IDEOGRAPH-759F,Lo,7,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+75A4,疤,CJK UNIFIED IDEOGRAPH-75A4,Lo,2,SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+75AF,疯,CJK UNIFIED IDEOGRAPH-75AF,Lo,4,BRIEFING_NBE | SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+75B2,疲,CJK UNIFIED IDEOGRAPH-75B2,Lo,5,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+75BC,疼,CJK UNIFIED IDEOGRAPH-75BC,Lo,166,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+75BE,疾,CJK UNIFIED IDEOGRAPH-75BE,Lo,41,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+75C5,病,CJK UNIFIED IDEOGRAPH-75C5,Lo,100,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+75C7,症,CJK UNIFIED IDEOGRAPH-75C7,Lo,2,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+75CA,痊,CJK UNIFIED IDEOGRAPH-75CA,Lo,2,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+75D2,痒,CJK UNIFIED IDEOGRAPH-75D2,Lo,5,SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+75D5,痕,CJK UNIFIED IDEOGRAPH-75D5,Lo,6,BRIEFING_NBE | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+75DB,痛,CJK UNIFIED IDEOGRAPH-75DB,Lo,68,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+75EA,痪,CJK UNIFIED IDEOGRAPH-75EA,Lo,7,BRIEFING_NBE | SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+75F4,痴,CJK UNIFIED IDEOGRAPH-75F4,Lo,1,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+75F9,痹,CJK UNIFIED IDEOGRAPH-75F9,Lo,2,LOOSE_OLANG | SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7626,瘦,CJK UNIFIED IDEOGRAPH-7626,Lo,2,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+762B,瘫,CJK UNIFIED IDEOGRAPH-762B,Lo,7,BRIEFING_NBE | SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+763E,瘾,CJK UNIFIED IDEOGRAPH-763E,Lo,3,BRIEFING_NBE | SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+764C,癌,CJK UNIFIED IDEOGRAPH-764C,Lo,2,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7656,癖,CJK UNIFIED IDEOGRAPH-7656,Lo,2,BRIEFING_NBE | SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+767B,登,CJK UNIFIED IDEOGRAPH-767B,Lo,66,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+767D,白,CJK UNIFIED IDEOGRAPH-767D,Lo,856,BRIEFING_NBE | LOOSE_OLANG | OHD | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+767E,百,CJK UNIFIED IDEOGRAPH-767E,Lo,17,BRIEFING_NBE | SLOT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7684,的,CJK UNIFIED IDEOGRAPH-7684,Lo,19585,BRIEFING_NBE | LOOSE_OLANG | OHD | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7687,皇,CJK UNIFIED IDEOGRAPH-7687,Lo,11,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7699,皙,CJK UNIFIED IDEOGRAPH-7699,Lo,1,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+76AE,皮,CJK UNIFIED IDEOGRAPH-76AE,Lo,80,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+76C6,盆,CJK UNIFIED IDEOGRAPH-76C6,Lo,9,BRIEFING_NBE | SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+76CA,益,CJK UNIFIED IDEOGRAPH-76CA,Lo,17,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+76CE,盎,CJK UNIFIED IDEOGRAPH-76CE,Lo,1,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+76D0,盐,CJK UNIFIED IDEOGRAPH-76D0,Lo,1,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+76D1,监,CJK UNIFIED IDEOGRAPH-76D1,Lo,139,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+76D2,盒,CJK UNIFIED IDEOGRAPH-76D2,Lo,7,BRIEFING_NBE | SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+76D4,盔,CJK UNIFIED IDEOGRAPH-76D4,Lo,147,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+76D6,盖,CJK UNIFIED IDEOGRAPH-76D6,Lo,37,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+76D7,盗,CJK UNIFIED IDEOGRAPH-76D7,Lo,12,BRIEFING_NBE | SLOT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+76D8,盘,CJK UNIFIED IDEOGRAPH-76D8,Lo,41,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+76DB,盛,CJK UNIFIED IDEOGRAPH-76DB,Lo,81,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+76DF,盟,CJK UNIFIED IDEOGRAPH-76DF,Lo,20,BRIEFING_NBE | SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+76EE,目,CJK UNIFIED IDEOGRAPH-76EE,Lo,1696,BRIEFING_NBE | LOOSE_OLANG | OHD | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+76EF,盯,CJK UNIFIED IDEOGRAPH-76EF,Lo,13,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+76F2,盲,CJK UNIFIED IDEOGRAPH-76F2,Lo,11,SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+76F4,直,CJK UNIFIED IDEOGRAPH-76F4,Lo,1450,BRIEFING_NBE | LOOSE_OLANG | OHD | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+76F8,相,CJK UNIFIED IDEOGRAPH-76F8,Lo,874,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+76FE,盾,CJK UNIFIED IDEOGRAPH-76FE,Lo,279,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7701,省,CJK UNIFIED IDEOGRAPH-7701,Lo,15,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+770B,看,CJK UNIFIED IDEOGRAPH-770B,Lo,2470,BRIEFING_NBE | LOOSE_OLANG | OHD | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+771F,真,CJK UNIFIED IDEOGRAPH-771F,Lo,1173,BRIEFING_NBE | LOOSE_OLANG | OHD | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7720,眠,CJK UNIFIED IDEOGRAPH-7720,Lo,295,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7728,眨,CJK UNIFIED IDEOGRAPH-7728,Lo,1,YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7729,眩,CJK UNIFIED IDEOGRAPH-7729,Lo,148,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+772F,眯,CJK UNIFIED IDEOGRAPH-772F,Lo,2,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+773C,眼,CJK UNIFIED IDEOGRAPH-773C,Lo,207,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7740,着,CJK UNIFIED IDEOGRAPH-7740,Lo,1123,BRIEFING_NBE | LOOSE_OLANG | OHD | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+7741,睁,CJK UNIFIED IDEOGRAPH-7741,Lo,1,SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+775B,睛,CJK UNIFIED IDEOGRAPH-775B,Lo,29,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
